url,summary
https://www.courts.ca.gov/documents/Poche_Marcel_Biography.pdf,"Marcel Poche was appointed to a newly-created position on the Court of Appeal by Governor Brown Jr. in 1978. He was also a judge on the Superior Court in Santa Clara County from 1977 to 1979. He had previously worked as an assistant to Governor Brown Jr. and an executive assistant to Congressman Don Edwards. He was also a professor of law at the University of Santa Clara from 1969 to 1977. He served in the U.S. Marine Corps from 1956 to 1958 and has a law degree from the University of California, Berkeley. He was named ""Appellate Justice of the Year"" in 1981 and received the ""Owens Award"" from the University of Santa Clara in 1981."
https://www.courts.ca.gov/documents/Marcel_Poche_6027.pdf,"Civil Procedure,"" and then I taught a small class in ""Civil Rights"" and a small class in ""Constitutional Law."" And then I had a seminar in ""Civil Rights,"" which I think I taught for three years. And then I taught a seminar in ""Civil Procedure"" for a year or two. Patricia Sepulveda: And then you were appointed to the court. California Appellate Court Legacy Project – Video Interview Transcript: Justice Marcel Poch e [Marcel_Poche_6027.doc ] Transcribed by Tech-Synergy ; proofread by Lisa Crystal Page 6 of 38

Marcel Poché was born in New Orleans but raised in California. He attended Bellarmine Prep in San Jose and then went to the University of Santa Clara, majoring in political science and graduating with honors. After two years in the Marine Corps, he attended Boalt Hall Law School and went into private practice in San Jose. He then taught law at Santa Clara University for 10-11 years and ran for the California Assembly, losing by 1,000 votes. He then taught at Boalt Hall and was appointed to the First District Court of Appeal in San Francisco, where he served for 20 years. After retiring, he returned to San Jose"
https://www.courts.ca.gov/documents/Stuart-R-Pollak-1DCA-bio.pdf,"Stuart R. Pollak is a Presiding Justice of the First District Court of Appeal, Division Four. He was born in San Pedro, California in 1937 and graduated from Lowell High School in San Francisco as valedictorian in 1955. He then went on to Stanford University and Harvard Law School, graduating with honors. He has worked as a law clerk to Chief Justice Earl Warren, a Special Assistant to the Assistant Attorney General, and a staff member of the President's Commission on the Assassination of President John F. Kennedy. He was also a partner at Howard Rice Nemerovski Canady & Pollak and a Judge of the San Francisco Superior Court."
https://www.courts.ca.gov/documents/Racanelli_John_T_Biography.pdf,"John T. Racanelli was a retired Presiding Justice of the Court of Appeal, First Appellate District, Division One. He was appointed by Governor Brown Jr. in 1977 and confirmed by the electorate in 1978 and 1982. He served in the U.S. Army Air Corps during World War II and the Korean War and was a private law practitioner before his appointment. He was also an adjunct assistant professor of law, a faculty member of The Rutter Group Update Program, and a panelist for the State Bar Convention. He was a member of the National Council on Crime & Delinquency, the California Judges Association, the Santa Clara County Bar Association, and the Bar Association of San Francisco. He was a recipient of the ""Brotherhood Award and Torch of Freedom"" and the ""Order of Merit"" from the President of the Republic of Italy. He was named ""Trial Judge of the Year"" by the California Trial Lawyers Association. After his retirement, he became a private judge and a member of the Judicial Arbitration & Mediation Services, Inc."
https://www.courts.ca.gov/documents/John_Racanelli_6020.pdf,"John Racanelli was a judge in the First District Court of Appeal in California from 1977 to 1991. He was born in Pennsylvania, but his family moved to San Francisco in 1943 due to his father's health. He enlisted in the Army Air Corps at the age of 18 and served in both World War II and the Korean War. After being discharged, he went to UC Berkeley and then to Hastings College of the Law, graduating in 1952. He passed the bar in the same year and started practicing law the day after he was discharged from the military. He believes his military experience gave him a sense of responsibility and opened his eyes to the world."
https://www.courts.ca.gov/documents/ACLP-1-Rivera-bio.pdf,"a deputy public defender, said, ""She is not as well versed in criminal law as some of the other judges."" On Motions Attorneys said Judge Rizk is ""very good"" at managing her courtroom. ""She is very organized,"" said one. Another said, ""She is very efficient."" A third interviewee said, ""She is very good at keeping things moving."" Courtroom atmosphere Most of the interviewees said Judge Rizk's courtroom atmosphere is ""professional"" and ""businesslike."" One attorney said, ""She is very serious."" On Trial Interviewees said Judge Rizk is ""very fair"" when handling trials. One attorney said, ""She is very even-handed."" Another said, ""She is very fair and impartial."" A third interviewee said, ""She is very good at keeping the parties focused on the issues."" Continuances Attorneys said Judge Rizk is ""very reasonable"" when it comes to granting continuances. One interviewee said, ""She is very understanding."" Proclivities Most of the interviewees said Judge Rizk is ""fair"" overall. One interviewee said, ""She is very even-handed."" Summary One attorney offered the following additional comment: ""She is very good at"
https://www.courts.ca.gov/documents/3_Interview_Transcrpt_Template_Maria_Rivera_2.pdf,"Justice Maria Rivera is a retired Associate Justice of the First District Court of Appeal, Division Four. She is from a unique combination of backgrounds, with her grandfather and grandmother being Puerto Rican and her father being an Episcopal priest and the first elected Hispanic bishop in the United Episcopal Church. Her mother was a daughter of the Mayflower and descended from the Starbucks and Coffins in the East Coast. Justice Rivera inherited a love of the outdoors from her father and discipline from her mother. She has three sisters, one of whom followed in her father's footsteps and became a priest and bishop. Justice Rivera has five sons, three of which are stepsons and two of her own. She met her husband, Jim, at her first job after law school and he had a successful career in antitrust law. They took a trip to Berlin to attend a 50th reunion of the first class of Stanford in Germany and extended the trip to visit other places in the area. Justice Rivera attended a boarding school in Arizona for three years before finishing her last two years of high school in Visalia. She attended Smith College and majored in Hispanic Studies and minored in Psychology. Smith College lived up to her expectations."
https://www.courts.ca.gov/documents/Ignaco-J-Ruvolo-Biography.pdf,"Justice Ignacio J. Ruvolo was appointed Presiding Justice of the First Appellate District, Division Four, by Governor Schwarzenegger in 2006 and elected for a term commencing in 2007. He was previously appointed and elected to the Contra Costa County Superior Court and had a private law practice in San Francisco and Walnut Creek. He has been a member of various legal organizations, including the American Bar Association, the State Bar Commission for the Revision to the Rules of Professional Conduct, and the Judicial Council Appellate Advisory Committee. He has also taught at Hastings College of the Law and authored several articles on legal topics. Justice Ruvolo holds a J.D. from the University of San Diego School of Law, an L.L.M. from the University of Virginia School of Law, and a B.A. from Rutgers University."
https://www.courts.ca.gov/documents/Ignazio_Ruvolo_7287.pdf,"Justice Ignazio Ruvolo was born in Elizabeth, New Jersey and came from a blue-collar family. His parents met through his mother's sister who worked at an umbrella factory. He has three siblings, Paula, Angela, and Peter, all of whom live in different states. He has two children, Michael and Sarah, who are both biologists, and four grandchildren. He married Barbara, who he met at Rossmoor, and they have been together for a year and a half. He is a history major and was the student council president in high school. He also played football and was a shot putter for track and field. After high school, he attended Wreckers."
https://www.courts.ca.gov/documents/Sabraw_M_O_Biography.pdf,Justice M.O. Sabraw was appointed to the Court of Appeal by Governor Deukmejian in 1984 and confirmed by the Commission on Judicial Appointments in 1985. He was also a judge in the Superior Court and Municipal Court in Alameda County from 1968-1985. He served in the US Army during World War II and was admitted to the California Bar in 1953. He is a Republican and enjoys raising and riding horses and skiing. He has authored several significant decisions in the Court of Appeal.
https://www.courts.ca.gov/documents/MO_Sabraw_6026.pdf,"Justice Modeste Orton Sabraw moved to San Francisco from Canada at the age of 11 during the Great Depression. He went on to graduate from the University of California and Boalt Hall School of Law, and eventually became a judge in the Alameda County Superior Court and the First District Court of Appeal in San Francisco. He was not allowed to join the Air Force because he was an alien, but was drafted into the Army and later granted citizenship."
https://www.courts.ca.gov/documents/Gabriel_P._Sanchez-1DCA_bio.pdf,"Justice Sanchez was appointed to the First Appellate District in 2018 by Governor Edmund G. Brown, Jr. He has a long history of working in criminal justice reform, including managing and directing all state and federal prisoner class action cases and other significant corrections litigation and appeals. He also advised the Governor on criminal justice reform legislation, executive appointments, parole and clemency decisions. Justice Sanchez graduated from Yale College and Yale Law School and clerked for the Honorable Richard A. Paez on the United States Court of Appeals for the Ninth Circuit. He currently lives in Oakland, California with his wife and son."
https://www.courts.ca.gov/documents/Sepulveda_Patricia_K_Biography.pdf,"Justice Patricia K. Sepulveda was appointed to the California Appellate Court in 1989 and was re-elected in 1990 and 1996. She was a Deputy District Attorney in Contra Costa County from 1978-1989 and was a member of the California Judges Association from 1989-present. She has a JD from Hastings College of the Law and a BA in Psychology from the University of California, Berkeley. She is a Republican and is divorced with two children."
https://www.courts.ca.gov/documents/Patricia_Sepulveda_0515.pdf,"Justice Patricia Sepulveda was born and raised in Fresno, California. She went to the University of San Francisco and then transferred to UC Berkeley, where she got her degree in Psychology. She was inspired to go to law school by her classmate, Bert Levy, and attended Hastings College of the Law. After passing the bar exam, she got a job as an attorney at the Contra Costa District Attorney's office. She enjoyed the research and writing, and was encouraged to apply for a judgeship. She was appointed to the Superior Court and then to the First District Court of Appeal, Division Four, where she served from 1998 to 2012. During her time there, she wrote 125 published opinions and enjoyed criminal cases the most."
https://www.courts.ca.gov/documents/Strankman_Gary_E_Biography.pdf,"Gary Elvin Strankman is a Presiding Justice of the Court of Appeal, First Appellate District, Division One. He was appointed by Governor Wilson in 1991, confirmed by the Commission on Judicial Appointments, and confirmed by the electorate in 1994. He was also an Associate Justice of the same court from 1988-1991 and a Judge of the Superior Court in Contra Costa County from 1981-1988. He was a Deputy District Attorney in Contra Costa County from 1968-1978 and Chief Assistant District Attorney from 1978-1980. He has taught at various universities and colleges and authored several significant opinions. He has a J.D. from the University of California, Boalt Hall School of Law, an LL.M. from the University of Virginia School of Law, an M.A. from San Francisco State University, and a B.A. from the University of Washington. He enjoys reading, listening to music, and frequenting coffee shops."
https://www.courts.ca.gov/documents/Strankman_Gary_E_6021.pdf,"This is an interview with Justice Gary E. Strankman, who served on the First District Court of Appeal in California from 1988 to 2001. He grew up on an Indian reservation in Washington and went on to attend the University of Washington, majoring in English literature. He was encouraged to pursue a legal career by an uncle, and went on to get his law degree from Boalt Hall in 1966. After graduating, he worked at the Contra Costa Legal Services Foundation and then applied to be a district attorney. Justice Strankman's story is an inspiring one of success against the odds."
https://www.courts.ca.gov/documents/Swager_Douglas_E_Biography.pdf,"Douglas Elmer Swager is an Associate Justice of the Court of Appeal, First Appellate District, Division One. He was nominated by Governor Wilson in 1995 and confirmed by the Commission on Judicial Appointments. He was previously a Judge of the Superior Court in Contra Costa, appointed by Governor Deukmejian in 1987, and a Judge of the Municipal Court in the Bay Judicial District, appointed by Governor Deukmejian in 1985. Prior to his judicial career, he was a private law practitioner in Richmond, California from 1973-1985. He holds a J.D. from Hastings College of the Law and a B.S. in Business Administration from the University of California, Berkeley. He is a Republican and a Catholic."
https://www.courts.ca.gov/documents/Douglas_Swager_6393.pdf,"Justice Douglas Swager and Justice Timothy Reardon are being interviewed for the California Appellate Court Legacy Project, which is creating an oral history of the appellate court in California. Justice Swager was born and raised in Richmond, California and attended Portola Junior High School and Harry Ells High School in Richmond. He went on to attend the University of California at Berkeley, majoring in Business Administration, and then Hastings College of the Law. Justice Reardon was also a graduate of Hastings College of the Law. During the interview, Justice Swager discussed his upbringing and his decision to pursue a career in law."
https://www.courts.ca.gov/documents/Walker_Herbert_W_Biography.pdf,"Herbert Weston Walker was appointed to the California Court of Appeal, First District, Division Three by Governor Wilson in 1996. He had previously been appointed to the Superior Court of Napa County in 1985, and was re-elected in 1986 and 1992. He authored Napa County Rules for Administration of Civil Litigation, and served as a Presiding Judge of the Appellate Department. He had a private law practice from 1960-1985, and was a Deputy County Counsel for Los Angeles County from 1958-1959. He graduated from the University of Southern California Law School in 1958, and from Stanford University in 1955. He enjoys the outdoors, photography, woodworking, and travel."
https://www.courts.ca.gov/documents/Wes_Walker_6052.pdf,"Justice Wes Walker was a native Californian who grew up with a father who was a judge. He attended Glendale High School and then Stanford University, where he majored in geology before deciding to pursue a career in law. He attended USC Law School and then worked for the Los Angeles County Counsel before joining a law firm in Santa Ana. He eventually became the managing partner of the firm and then moved to Napa in 1980. He was appointed to the Napa Superior Court in 1985 and was active in trial delay reduction efforts. In 1996, he was appointed to the California Appellate Court, Division Three."
https://www.courts.ca.gov/documents/Abbe_Richard_Biography.pdf,"Richard Abbe was a Justice of the Court of Appeal, Second Appellate District, Division Six, appointed by Governor Brown Jr. in 1982. Prior to this, he was a Judge of the Superior Court in Shasta County from 1965-1982, and a District Attorney and Deputy District Attorney from 1959-1965. He was admitted to the California Bar in 1954 and earned his LL.B. in 1953 from Hastings College of the Law. He served in the US Navy during World War II from 1943-1946. He was married to Pauline Kirkpatrick in 1953 and had two children and two stepchildren. He was a Democrat and enjoyed playing tennis, bicycling, birding, skiing, and reading."
https://www.courts.ca.gov/documents/Richard_Abbe_Reminiscences_6065_.pdf,"The California Appellate Court Legacy Project is an interview with two former justices, Steve Stone and Arthur Gilbert, about their colleague, Justice Richard Abbe. Abbe was a district attorney in Shasta County who was opposed to the death penalty and marijuana laws, and had strong views on the environment and politics. He had a unique childhood, as his father was a famous international photographer. Stone and Gilbert met Abbe for the first time at their confirmation hearing in 1982, and he was known for his mismatched clothing and long beard. Abbe was known for his independent thinking and disdain for fame. He slept in Rose Bird's chambers while looking for a place to live and once got lost in the stairwell of a building while going for a run. The three of them had the first day of oral argument in Santa Barbara, which was a big deal for the northern counties."
https://www.courts.ca.gov/documents/Alarcon_Arthur_L_Biography.pdf,"Judge Arthur L. Alarcón was appointed to the United States Court of Appeals, Ninth Circuit in 1979 and assumed Senior Judge status in 1992. He was also a former Associate Justice of the Court of Appeal, Second Appellate District, Division Four, and a Judge of the Superior Court in Los Angeles County. He served in the U.S. Army during World War II and was awarded the Combat Infantry Badge, four Battle Stars, the Bronze Star, and the Purple Heart. He received his LL.B. from the University of Southern California Law School and his B.A. from the University of Southern California. He was admitted to the California Bar in 1952."
https://www.courts.ca.gov/documents/Arthur_Alarcon_6035.pdf,"And she said, ""You've got to get a Purple Heart."" So I wrote to the Pentagon, and I told them the story, and they said, ""Yes, you're entitled to a Purple Heart."" So I got a Purple Heart.

Justice Arthur Alarcon was born in Los Angeles and grew up near the Civic Center. He enlisted in the Army in 1943 as part of the Army Specialized Training Program, which would have allowed him to attend college and graduate as a second lieutenant. However, the program was eliminated and he was sent to Camp McCain, Mississippi, as an infantryman. During World War II, he was a scout and sniper in the 94th Infantry Division and was promoted to staff sergeant and then acting first sergeant. He experienced a near-death experience when he was sent out into a valley and was fired upon by machine guns. His captain did not rescue him, and his legs were frozen up to his hips. He was saved by a doctor who gave him an ounce of bourbon every hour and opened a window to keep his body temperature stable. Four years ago, his granddaughter encouraged him to apply for a Purple Heart, which he was granted."
https://www.courts.ca.gov/documents/aclp-Aldrich-Bio.pdf,"Richard Aldrich was appointed to the Court of Appeal, Second Appellate District, Division Three by Governor Wilson in 1994. He had previously been a judge at the Superior Court in Ventura County, and had practiced civil litigation for 28 years. He was a member of many organizations, including the Judicial Council of California, International Academy of Trial Judges, and the American Board of Trial Advocates. He was also awarded the ""Trial Lawyer of the Year"" by the American Board of Trial Advocates, and the ""Jurist of the Year Award"" by the California Judicial Council."
https://www.courts.ca.gov/documents/ACLP-2-Aldrich-Transcript.pdf,"Justice Richard Aldrich is an Associate Justice of the Second Appellate District Division Three of the California Court of Appeal. He grew up in Leimert Park, Los Angeles and was the first person in his family to go to college. He went to Mount Carmel High School and then Loyola University (now Loyola Marymount University) and UCLA Law School. He was inspired to become a lawyer by a teacher in high school, and after graduating from law school he got a job as a plaintiff's lawyer in a personal injury lawsuit. He eventually went to the other side and became a defense lawyer. He has made many changes within the California judiciary that have been used nationwide, and has been honored with many awards."
https://www.courts.ca.gov/documents/ACLP-2-Armstrong-bio.pdf,"Orville A. Armstrong was appointed to the Court of Appeal, Second Appellate District, Division Five by Governor Wilson in 1992. He was confirmed by the Commission on Judicial Appointments in 1993 and the electorate in 1994 and 1998. He was also a judge for the Superior Court of Los Angeles County from 1991 to 1993. He had a long career in private law practice and was a member of many organizations. He served in the U.S. Army Air Corps from 1946-1949 and graduated from the University of Southern California Law School in 1956. He enjoys playing golf, gardening, and travel."
https://www.courts.ca.gov/documents/Ashby_Herbert_L_Biography.pdf,"Herbert L. Ashby was appointed by Governor Ronald Reagan in 1972 to be a retired associate justice of the Court of Appeal, Second Appellate District, Division Five. He was also an assistant district attorney for Ventura County, the county's first county counsel, and chief assistant attorney general for the State of California. He was a member of the State Bar of California and New Mexico, and wrote more than 500 published opinions. He served in the U.S. Army from 1953-55, and earned his J.D. from the University of San Francisco School of Law in 1958, where he was on the Dean's Honor Roll and won the Nathan Burkam Award for Copyright Law. He also earned a B.A. from the University of New Mexico in 1952."
https://www.courts.ca.gov/documents/Herbert_Ashby_6688.pdf,"Herbert Ashby was born in Jersey City, New Jersey in 1929, just before the start of the Great Depression. His father had many different jobs and his mother was a housewife. His father taught him how to play chess and box, which helped him when he went to different elementary schools. In high school, he was an all-around athlete, playing football, wrestling, and running track. He was also involved in a city league football team. After high school, he went to Rutgers University and then transferred to the University of New Mexico. He decided to go to law school and was drafted into the army after his first year. He and three fraternity brothers drove up to Alaska to make a fortune, but ended up fighting fires instead."
https://www.courts.ca.gov/documents/Baron_Elizabeth_A_Biography.pdf,"Elizabeth A. Baron was a retired Associate Justice of the Court of Appeal, Second Appellate District, Division Four. She was nominated by Governor Wilson in 1996 and confirmed by the Commission on Judicial Appointments. She also served as a Justice pro tempore, Judge of the Superior Court, Commissioner of the Superior Court, Juvenile Court Referee, and as a private law practitioner. She was a member of various organizations and received awards for her contributions to judicial education. She also lectured and taught at various seminars and conferences."
https://www.courts.ca.gov/documents/Elizabeth_Baron_6540.pdf,"Elizabeth Baron was an Associate Justice on the California Court of Appeal in Los Angeles in Division Four of the Second Appellate District. She was born in New York City and raised in New York, New Jersey, Texas, and California. She went to Redondo High School, Santa Monica High School, and Handley High School in Texas. After high school, she worked as a model and went to the Pasadena Playhouse, which was considered the most prestigious drama school on the West Coast. After a year, she auditioned for Twentieth Century Fox Studios, but decided it wasn't for her due to the sexual harassment that was present. She then returned to modeling and was with the Mary Webb Davis Agency. She has since retired and writes books, writes horses, and goes to prison."
https://www.courts.ca.gov/documents/Beach_Edwin_F_Biography.pdf,"Edwin Fernando Beach was a retired associate justice of the Court of Appeal in California. He was appointed by Governor Reagan in 1973 and confirmed by the Commission on Judicial Appointments. He was also a judge of the Superior Court and Justice Court in Ventura County, and had a private law practice in Santa Paula. He was a member of the Rotary Club and various other organizations. He wrote a significant decision in 1986 ruling that adult patients of sound mind have the right to refuse medical treatment. He graduated from the University of Southern California Law School and was admitted to the California Bar in 1951. He was a Republican and a Methodist."
https://www.courts.ca.gov/documents/Edwin_Beach_6063.pdf,"Justice Edwin Beach was born in Lima, Peru in 1924 and moved to the United States in 1930 with his mother and sister. He served in the Army during World War II and then attended USC Law School. After graduating, he worked at Port Hueneme as a civilian employee while waiting for his bar results. He passed the bar in 1950, along with two other Ventura County residents, Nagao Fujita and Fred Ferro. He went on to become an Associate Justice of the Second District Court of Appeal, Division Two, and the presiding justice of that division."
https://www.courts.ca.gov/documents/aclp-Boland-bio.pdf,"Paul Boland was a judge in California who was appointed by Governor Gray Davis and Governor Edmund G. Brown, Jr. He was born in Los Angeles in 1942 and died there in 2007. He had a Bachelor's degree from Loyola University of Los Angeles, a J.D. from the University of Southern California Law Center, and an LL.M. from Georgetown University Law Center. He was a professor of law and associate dean at the University of California at Los Angeles School of Law, and a staff attorney and deputy director of litigation at the Western Center on Law and Poverty. He was married to United States District Judge Margaret Morrow and had a son, Patrick Morrow Boland. He was the recipient of the Stanley Mosk Defender of Justice Award in 2007."
https://www.courts.ca.gov/documents/aclp-2-Roger-W-Boren-Bio.pdf,"Justice Roger Wayne Boren was appointed to the California Appellate Court in 1992 and confirmed by the electorate in 1994. He had previously served as a judge in the Superior Court, Municipal Court, and Deputy Attorney General in the California State Department of Justice. He graduated from the University of California, Los Angeles School of Law and holds a Master's in International Relations from San Jose State College and a Bachelor's in Political Science from the University of California, Berkeley. Justice Boren is a Republican and a member of the Latter-Day Saints (Mormon)."
https://www.courts.ca.gov/documents/aclp-2-Roger-W-Boren-transcript.pdf,"by the Mexican Mafia on a guy that was a snitch. Justice S. Kriegler : So, you were in the Special Prosecutions Unit for two years and then you went on the bench. Justice R. Boren : Yeah. Justice S. Kriegler : How did that come about? Justice R. Boren : Well, I think it was a combination of things. I think the attorney general was looking for people to put on the bench and I think I was one of the people that he was looking at. I was also looking for a change. I had been in the Attorney General’s Office for almost eight years and I was looking for a change. I was looking for something that would be more of a challenge and something that would be more interesting. And I thought that being a judge would be a good thing to do. Justice S. Kriegler : What was it like when you first went on the bench? Justice R. Boren : Well, I was a little scared. I was scared because I didn’t know what I was doing. I had been in the courtroom a lot but I had never been a judge. I had never been on the bench. I had never been in charge. So,"
https://www.courts.ca.gov/documents/Justice-Paul-Coffee-bio.pdf,"Paul H. Coffee is an Associate Justice of the Court of Appeal, Second Appellate District, Division Six. He was appointed to this position by Governor Wilson in 1997 and confirmed by the Commission on Judicial Appointments. He was previously a Judge of the Superior Court in San Luis Obispo County, appointed by Governor Wilson in 1992. He has a J.D. from the University of California, Berkeley, Boalt Hall School of Law and a B.S. from the same university. He is a Republican and a Catholic."
https://www.courts.ca.gov/documents/6855_Coffee.pdf,"Arthur Gilbert, the Presiding Justice of Division Six of the California Court of Appeal, interviewed his friend and colleague, retired Associate Justice of Division Six of the Second District, California Court of Appeal, Paul Coffee, about his life and time on the court. Paul was born in Madera, California and was a fourth-generation native Californian. His father was a lawyer who graduated from Boalt Law School and his mother was an elementary school teacher. Paul was the student body president in high school and was the valedictorian of his class. He went to the University of California, Berkeley where he studied business administration with a concentration in insurance and real estate. He was in the Delta Upsilon fraternity and served in the Navy before going to Boalt Law School."
https://www.courts.ca.gov/documents/Compton_Lynn_D_Biography.pdf,"Lynn D. Compton was appointed to the California Court of Appeals by Governor Reagan in 1970 and was confirmed by the Commission on Judicial Appointments. He was a former Chief Deputy District Attorney and Detective in the Los Angeles Police Department. He was the first former policeman to be appointed to an appellate court in California. He retired from the bench in 1990 and was known for his significant decision in the Barber v. Superior Court case in 1983. He had a law degree from Loyola Law School and was a football star and captain of the baseball team at the University of California, Los Angeles."
https://www.courts.ca.gov/documents/Lynn_Compton_6042.pdf,"Retired Justice Lynn D. Compton, who goes by the nickname ""Buck,"" was a police officer in Los Angeles after getting out of the Army in 1946. He wanted to play professional baseball, but his wife wouldn't let him. He then decided to become a police officer and was assigned to the vice squad. He later taught classes at the police academy and worked in the Detective Bureau. After his wife left him, he decided to become a lawyer and was accepted to Loyola Law School after taking a special aptitude test designed by the dean."
https://www.courts.ca.gov/documents/Cooper_Candace_D_Biography.pdf,"Justice Candace DeCarol Cooper was appointed by Governor Davis in 1999 and confirmed in 1999. She was previously a judge in the Superior Court, Municipal Court, and had a private law practice. She is a member of many organizations and has received many awards for her work. She attended the University of Southern California for her law degree and was admitted to the California Bar in 1974."
https://www.courts.ca.gov/documents/Candace_Cooper_6396.pdf,"Justice Candace Cooper was born in Los Angeles in 1948 and was the second of four children. Her father was a member of the Los Angeles Police Department and was one of the first African-American officers. Her mother was primarily a housewife, but worked from time to time. Justice Cooper traveled a lot in her youth, visiting Germany, the national parks, and many states. Her father passed away in 1985, after she had been a judge for two years. Her family is very accomplished, with her older brother being a medical doctor, her younger brother a swim instructor, and her younger sister raising two adopted children."
https://www.courts.ca.gov/documents/Curry_Daniel_A_Biography.pdf,"Justice Daniel A. Curry was appointed by Governor Wilson to the Court of Appeal, Second Appellate District, Division Four in 1998. He had previously been appointed as a Judge of the Superior Court in Los Angeles County in 1992. He had also worked as a Vice President and General Counsel for Times Mirror Co., Amfac, Inc., and Technicolor, Inc. He served as a Judge Advocate in the U.S. Air Force and was a member of various organizations. He graduated from Loyola University Law School in 1960 and Loyola University in 1957."
https://www.courts.ca.gov/documents/Daniel_Curry_6064.pdf,"In this transcript, Retired Justice Daniel Curry of the California Court of Appeal talks about his childhood growing up in Phoenix, Arizona. He talks about his family, his friends, and his experiences working for the Los Angeles Times while in high school. He also talks about why he decided to go to Loyola Law School and how he paid his way through college and law school."
https://www.courts.ca.gov/documents/2DCA_Former_Justice_Dhanidina.pdf,"Justice Halim Dhanidina was appointed to the California Court of Appeal in 2018 and is the first Muslim and South Asian American to serve on the court. He graduated from UCLA School of Law in 1997 and Pomona College in 1994. He was a Deputy District Attorney for the Los Angeles County District Attorney's Office from 1998-2012 and an Adjunct Professor at UCI School of Law, Chapman University Fowler School of Law, Western State Law School, Whittier Law School and the Glendale University College of Law. He is the first Muslim appellate level judge in the United States."
https://www.courts.ca.gov/documents/DHANIDINA_Legacy_mp3_FINAL.pdf,"Justice H alim Dhanidina, a retired associate justice of the California Supreme Court, grew up in the suburbs of Chicago and was educated in public schools. His parents were both trained teachers and instilled in him the importance of education and diversity. He was influenced by his parents and learned that perseverance and hard work can lead to success. He believes that a college education is not only about helping to accumulate material things, but also about developing as a person."
https://www.courts.ca.gov/documents/Devich_Robert_R_Biography.pdf,"Justice Robert R. Devich was appointed to the Court of Appeal by Governor Deukmejian in 1985 and confirmed by the Commission on Judicial Appointments. He was also elected by the electorate in 1986 and retired from the bench in 1992. Prior to this, he was a Judge of the Superior Court, a member of the Executive Committee, and a Judge of the Municipal Court. He was also a Deputy District Attorney, a Patrolman and Detective for the Beverly Hills Police Department, and a singer with a dance band. He received the Judicial Excellence Award from the Criminal Courts Bar Association of Los Angeles in 1984. He earned his LL.B. from Southwestern University School of Law and his B.A. from the University of Portland. He was a Republican, but was formerly a Democrat."
https://www.courts.ca.gov/documents/Robert_Devich_6056.pdf,"Robert Devich was born in Portland, Oregon in 1926. After high school, he enlisted in the U.S. Navy in 1944 and served until 1946. After the war, he played basketball for the University of Portland and won the Philippine Olympics in 1945 and 1946. He then moved to Hawaii to work for a Ford dealership and play basketball. In 1953, he moved to California and joined the Beverly Hills Police Department. While there, he attended law school and graduated in 1965. He then worked for the Los Angeles District Attorney's office and was appointed head deputy in East L.A. In 1972, he was appointed to the Los Angeles Municipal Court by Governor Reagan and served until 1978."
https://www.courts.ca.gov/documents/ACLP-2-Norman-Epstein-bio.pdf,"Justice Norman L. Epstein is a Presiding Justice of the California Court of Appeal, Second Appellate District, Division Four. He was appointed by Governor Deukmejian in 1990 and has since been confirmed by the electorate in 1990, 1994, and 2006. Justice Epstein has also served as a Judge on the Superior Court, the Municipal Court, and as an Associate Justice pro tem - pore on the Court of Appeal. He has received numerous awards and honors, including the Jurist of the Year Award from the Judicial Council of California and the Lifetime Achievement Award from the Criminal Justice Section of the Los Angeles County Bar Association. Justice Epstein holds a Bachelor's degree in Political Science from the University of California, Los Angeles, and a Law degree from the University of California, Los Angeles School of Law."
https://www.courts.ca.gov/documents/Norman_Epstein_7124.pdf,"Norman Epstein was born in 1933 in Los Angeles and was the only child of a pharmacist and a talented amateur pianist. He was asthmatic as a child and his parents moved around to find a better environment for him. He attended Fairfax High School and was the valedictorian. He then attended UCLA undergraduate and law school, where he was active in student activities and met his lifelong friend David Yaffee and his wife Ann. He graduated in 1955 and went on to law school. He believes that the citizens of Los Angeles and California provided him with an excellent and free education, which has been a major driver of his life and his career in public service. He believes that the cost of higher education should be a state obligation, not the obligation of the students who can afford to pay their own rate."
https://www.courts.ca.gov/documents/Feinerman_Robert_Biography.pdf,"Robert Feinerman is a retired presiding justice of the Court of Appeal, Second Appellate District, Division Five. He was also a judge for the Los Angeles Superior Court for 17 years. He has been a member of many judicial and legal organizations, and has been named one of the ""Top Neutrals"" in California by the Daily Journal in 2002, 2003, 2006, and 2007. He has lectured in law at the University of Southern California Law Center, and has authored articles on legal topics in law reviews and bar journals. He has a J.D. from the University of California (Boalt Hall of Law), a B.A. from UCLA, and a graduate degree from the National College of State Trial Judges, University of Colorado."
https://www.courts.ca.gov/documents/Robert_Feinerman_6050.pdf,"Robert Feinerman graduated from Boalt Hall Law School at the age of 22 and began working as a general counsel for Budget Pack. He negotiated contracts with the Reconstruction Finance Corporation and the Federal Trade Commission, and eventually became the spokesman for the pasta and candy manufacturers on the West Coast. In 1953, he opened his own office and started representing management in labor relations. He also became involved in the savings and loan business and was appointed to the Municipal Court in 1963 at the age of 36, making him the second youngest judge in the state of California."
